bakim_carpani,t,O2_ub,glc_ub,organik_ub,h2o_ub,durum,buyume
4.0,0.16,0.5208,0.1642,0.01642,160.04200000000003,optimal,0.043934616168247106
4.0,0.18,0.5834,0.18409999999999999,0.01841,180.04100000000003,optimal,0.04925921337743085
4.0,0.2,0.646,0.20400000000000001,0.0204,200.04000000000002,optimal,0.05458381058661583
4.0,0.22,0.7086,0.22390000000000002,0.02239,220.03900000000002,optimal,0.059908407795799534
4.0,0.24,0.7712,0.2438,0.024380000000000002,240.038,optimal,0.0652330050049849
4.0,0.26,0.8338,0.2637,0.02637,260.03700000000003,optimal,0.07055760221416821
4.0,0.28,0.8964000000000001,0.2836,0.028360000000000003,280.03600000000006,optimal,0.07588219942335564
4.0,0.3,0.959,0.3035,0.030350000000000002,300.035,optimal,0.08120679663253977
4.0,0.32,1.0216,0.3234,0.03234,320.03400000000005,optimal,0.08653139384172229
4.0,0.34,1.0842,0.34330000000000005,0.034330000000000006,340.0330000000001,optimal,0.09185599105090887
4.0,0.36,1.1468,0.36319999999999997,0.03632,360.03200000000004,optimal,0.09718058826009299
4.0,0.38,1.2094,0.3831,0.038310000000000004,380.031,optimal,0.10250518546927635
4.0,0.4,1.272,0.403,0.0403,400.03000000000003,optimal,0.10782978267846209
4.0,0.42,1.3346,0.4229,0.04229,420.029,optimal,0.11315437988764625
4.0,0.44,1.3972,0.4428,0.04428,440.028,optimal,0.11847897709683118
4.0,0.46,1.4598,0.4627,0.046270000000000006,460.02700000000004,optimal,0.12380357430601374
4.0,0.48,1.5224,0.4826,0.048260000000000004,480.026,optimal,0.12912817151519948
4.0,0.5,1.585,0.5025,0.05025,500.02500000000003,optimal,0.1344527687243844
4.0,0.52,1.6476,0.5224,0.05224,520.024,optimal,0.13977736593356857
4.0,0.54,1.7102000000000002,0.5423,0.05423000000000001,540.023,optimal,0.1451019631427535
4.0,0.56,1.7728000000000002,0.5622,0.056220000000000006,560.022,optimal,0.15042656035193683
4.0,0.58,1.8354,0.5821,0.05821,580.021,optimal,0.15575115756112265
4.0,0.6,1.898,0.602,0.060200000000000004,600.02,optimal,0.16107575477030675
4.0,0.62,1.9606,0.6219,0.06219,620.019,optimal,0.1664003519794909
4.0,0.64,2.0232,0.6418,0.06418,640.018,optimal,0.1717249491886751
4.0,0.66,2.0858,0.6617000000000001,0.06617,660.017,optimal,0.17704954639786172
4.0,0.68,2.1484,0.6816000000000001,0.06816000000000001,680.0160000000001,optimal,0.182374143607045
4.0,0.7,2.211,0.7015,0.07015,700.015,optimal,0.18769874081622998
4.0,0.72,2.2736,0.7213999999999999,0.07214,720.014,optimal,0.193023338025414
4.0,0.74,2.3362,0.7413,0.07413,740.013,optimal,0.19834793523459826
4.0,0.76,2.3988,0.7612,0.07612000000000001,760.012,optimal,0.2036725324437848
4.0,0.78,2.4614,0.7811,0.07811000000000001,780.011,optimal,0.20899712965296816
4.0,0.8,2.524,0.801,0.0801,800.01,optimal,0.2143217268621522
4.0,0.82,2.5866,0.8209,0.08209,820.0089999999999,optimal,0.21964632407133633
4.0,0.84,2.6492,0.8408,0.08408,840.0079999999999,optimal,0.2249709212805214
4.0,0.86,2.7117999999999998,0.8607,0.08607000000000001,860.007,optimal,0.23029551848970628
4.0,0.88,2.7744,0.8806,0.08806,880.006,optimal,0.23562011569889135
4.0,0.9,2.837,0.9005,0.09005,900.005,optimal,0.24094471290807537
4.0,0.92,2.8996,0.9204,0.09204000000000001,920.004,optimal,0.2462693101172604
4.0,0.94,2.9621999999999997,0.9402999999999999,0.09403,940.0029999999999,optimal,0.25159390732644443
4.0,0.96,3.0248,0.9601999999999999,0.09602000000000001,960.002,optimal,0.25691850453562864
4.0,0.98,3.0873999999999997,0.9801,0.09801,980.001,optimal,0.26224310174481447
4.0,1.0,3.15,1.0,0.1,1000.0,optimal,0.26756769895399934
