gen_id,durum
SRU_1057,cikarildi_gereksiz
SRU_1058,cikarildi_gereksiz
SRU_1059,cikarildi_gereksiz
SRU_1061,cikarildi_gereksiz
SRU_1162,cikarildi_gereksiz
SRU_1366,cikarildi_gereksiz
SRU_1367,cikarildi_gereksiz
SRU_1419,cikarildi_gereksiz
SRU_1420,cikarildi_gereksiz
SRU_1626,cikarildi_gereksiz
SRU_1629,cikarildi_gereksiz
SRU_1760,cikarildi_gereksiz
SRU_1761,cikarildi_gereksiz
SRU_1774,cikarildi_gereksiz
SRU_2804,cikarildi_gereksiz
SRU_2805,cikarildi_gereksiz
SRU_0007,cikarildi_gereksiz
SRU_0385,cikarildi_gereksiz
SRU_0989,cikarildi_gereksiz
SRU_0955,cikarildi_gereksiz
SRU_2793,cikarildi_gereksiz
SRU_1514,cikarildi_gereksiz
SRU_2150,cikarildi_gereksiz
SRU_1287,cikarildi_gereksiz
SRU_1335,cikarildi_gereksiz
SRU_2693,cikarildi_gereksiz
SRU_2799,cikarildi_gereksiz
SRU_1349,cikarildi_gereksiz
SRU_2355,cikarildi_gereksiz
SRU_2214,cikarildi_gereksiz
SRU_0238,cikarildi_gereksiz
SRU_2450,cikarildi_gereksiz
SRU_2068,cikarildi_gereksiz
SRU_1463,cikarildi_gereksiz
SRU_2437,cikarildi_gereksiz
SRU_2530,cikarildi_gereksiz
SRU_1286,cikarildi_gereksiz
SRU_2115,cikarildi_gereksiz
SRU_1677,cikarildi_gereksiz
SRU_0915,cikarildi_gereksiz
SRU_0916,cikarildi_gereksiz
SRU_2429,cikarildi_gereksiz
SRU_2430,cikarildi_gereksiz
SRU_2422,cikarildi_gereksiz
SRU_1163,cikarildi_gereksiz
SRU_2082,cikarildi_gereksiz
SRU_2303,cikarildi_gereksiz
SRU_0132,cikarildi_gereksiz
SRU_1323,cikarildi_gereksiz
SRU_0709,cikarildi_gereksiz
SRU_2721,cikarildi_gereksiz
SRU_0528,cikarildi_gereksiz
SRU_0461,cikarildi_gereksiz
SRU_1433,cikarildi_gereksiz
SRU_1791,cikarildi_gereksiz
SRU_1792,cikarildi_gereksiz
SRU_1227,cikarildi_gereksiz
SRU_0332,cikarildi_gereksiz
SRU_1149,cikarildi_gereksiz
SRU_1188,cikarildi_gereksiz
SRU_1858,cikarildi_gereksiz
SRU_0787,cikarildi_gereksiz
SRU_0459,cikarildi_gereksiz
SRU_2845,cikarildi_gereksiz
SRU_1503,cikarildi_gereksiz
SRU_1211,cikarildi_gereksiz
SRU_0368,cikarildi_gereksiz
SRU_0372,cikarildi_gereksiz
SRU_2367,cikarildi_gereksiz
SRU_2436,cikarildi_gereksiz
SRU_1447,cikarildi_gereksiz
SRU_1744,cikarildi_gereksiz
SRU_1740,cikarildi_gereksiz
SRU_0669,cikarildi_gereksiz
SRU_1423,cikarildi_gereksiz
SRU_0591,cikarildi_gereksiz
SRU_0485,cikarildi_gereksiz
SRU_1559,cikarildi_gereksiz
SRU_1843,cikarildi_gereksiz
SRU_0729,cikarildi_gereksiz
SRU_0703,cikarildi_gereksiz
SRU_1253,cikarildi_gereksiz
